"","Rk","Tm.x","W","L","WL","Strk","R","RA","Rdiff","SOS","SRS","pythWL","Luck","vEast","vCent","vWest","Inter","Home","Road","ExInn","1Run","vRHP","vLHP","≥.500","<.500","last10","last20","last30","Year.x","tYear","Tm.y","Attendance","Attend/G","BatAge","PAge","BPF","PPF","#HOF","#A-S","#a-tA-S","Est. Payroll","Time","Chall","Succ","Succ%","Managers","Year.y"
"356",26,"Chicago Cubs",71,91,0.438,NA,4,4.7,-0.6,-0.1,-0.7,"70-92",1,"15-18","34-46","17-17","5-10","39-42","32-49","9-5","25-28","51-67","20-24","30-43","41-48",NA,NA,NA,2011,"Chicago Cubs2011","Chicago Cubs",3017966,37259,29.3,29.4,101,102,0,1,14,"$136547329",02:58:00,NA,NA,NA,"Quade",2011
"357",27,"Baltimore Orioles",69,93,0.426,NA,4.4,5.3,-0.9,0.3,-0.6,"67-95",2,"28-44","22-20","12-18","7-11","39-42","30-51","8-8","22-22","49-66","20-27","38-65","31-28",NA,NA,NA,2011,"Baltimore Orioles2011","Baltimore Orioles",1755461,21672,28.3,28.2,102,103,1,1,15,"$88299038",02:54:00,NA,NA,NA,"Showalter",2011
"358",28,"Seattle Mariners",67,95,0.414,NA,3.4,4.2,-0.7,0.3,-0.5,"67-95",0,"17-26","20-24","21-36","9-9","39-45","28-50","6-5","26-28","54-67","13-28","34-57","33-38",NA,NA,NA,2011,"Seattle Mariners2011","Seattle Mariners",1896321,23411,29.3,26.8,90,92,0,3,12,"$86110600",02:46:00,NA,NA,NA,"Wedge",2011
"359",29,"Minnesota Twins",63,99,0.389,NA,3.8,5,-1.1,0.2,-1,"62-100",1,"10-29","30-42","15-18","8-10","33-48","30-51","6-4","27-32","42-73","21-26","25-56","38-43",NA,NA,NA,2011,"Minnesota Twins2011","Minnesota Twins",3168116,39113,27.5,28.5,99,99,2,1,10,"$112737000",02:50:00,NA,NA,NA,"Gardenhire",2011
"360",30,"Houston Astros",56,106,0.346,NA,3.8,4.9,-1.1,-0.1,-1.2,"62-100",-6,"10-21","28-50","14-24","4-11","31-50","25-56","5-13","20-28","34-80","22-26","24-56","32-50",NA,NA,NA,2011,"Houston Astros2011","Houston Astros",2067016,25519,28.2,27.2,98,99,0,1,7,"$71110500",02:56:00,NA,NA,NA,"Mills",2011
"361",1,"Philadelphia Phillies",97,65,0.599,NA,4.8,4,0.8,0,0.8,"95-67",2,"44-28","21-19","22-10","10-8","54-30","43-35","11-6","29-17","69-45","28-20","40-28","57-37",NA,NA,NA,2010,"Philadelphia Phillies2010","Philadelphia Phillies",3777322,44968,31.8,31.1,102,101,1,3,18,"$141928379",02:54:00,NA,NA,NA,"Manuel",2010
"362",2,"Tampa Bay Rays",96,66,0.593,NA,5,4,0.9,0.1,1.1,"96-66",0,"42-30","26-13","21-12","7-11","49-32","47-34","10-5","29-27","60-46","36-20","57-40","39-26",NA,NA,NA,2010,"Tampa Bay Rays2010","Tampa Bay Rays",1864999,23025,27.5,28,95,94,0,4,14,"$71923471",03:02:00,NA,NA,NA,"Maddon",2010
"363",3,"New York Yankees",95,67,0.586,NA,5.3,4.3,1,0.1,1.1,"97-65",-2,"38-34","23-13","23-13","11-7","52-29","43-38","7-7","20-19","64-40","31-27","51-44","44-23",NA,NA,NA,2010,"New York Yankees2010","New York Yankees",3765807,46491,30.4,30.3,106,104,2,8,21,"$210733389",03:09:00,NA,NA,NA,"Girardi",2010
"364",4,"Minnesota Twins",94,68,0.58,NA,4.8,4.1,0.7,0,0.7,"92-70",2,"15-21","47-25","24-12","8-10","53-28","41-40","9-5","31-23","62-44","32-24","50-42","44-26",NA,NA,NA,2010,"Minnesota Twins2010","Minnesota Twins",3223640,39798,28.4,28.6,98,98,2,2,14,"$97559166",02:51:00,NA,NA,NA,"Gardenhire",2010
"365",5,"San Francisco Giants",92,70,0.568,NA,4.3,3.6,0.7,-0.1,0.6,"94-68",-2,"19-14","28-14","38-34","7-8","49-32","43-38","11-8","28-24","68-50","24-20","33-41","59-29",NA,NA,NA,2010,"San Francisco Giants2010","San Francisco Giants",3037443,37499,29.6,27.9,97,97,0,2,11,"$98641333",02:52:00,NA,NA,NA,"Bochy",2010
"366",6,"Cincinnati Reds",91,71,0.562,NA,4.9,4.2,0.6,-0.3,0.3,"92-70",-1,"17-15","49-30","17-19","8-7","49-32","42-39","11-8","27-27","58-49","33-22","20-33","71-38",NA,NA,NA,2010,"Cincinnati Reds2010","Cincinnati Reds",2060550,25439,29,28.2,102,101,1,4,14,"$75321542",02:56:00,NA,NA,NA,"Baker",2010
"367",7,"Atlanta Braves",91,71,0.562,NA,4.6,3.9,0.7,-0.1,0.6,"93-69",-2,"38-34","25-16","19-15","9-6","56-25","35-46","8-7","23-22","63-44","28-27","29-33","62-38",NA,NA,NA,2010,"Atlanta Braves2010","Atlanta Braves",2510119,30989,28.6,30.1,98,97,1,6,19,"$84423666",02:56:00,NA,NA,NA,"Cox",2010
"368",8,"Texas Rangers",90,72,0.556,NA,4.9,4.2,0.6,-0.1,0.6,"91-71",-1,"19-25","25-18","32-25","14-4","51-30","39-42","11-6","30-23","62-49","28-23","39-42","51-30",NA,NA,NA,2010,"Texas Rangers2010","Texas Rangers",2505171,30928,28.3,27.6,109,108,1,6,16,"$56474374",02:57:00,NA,NA,NA,"Washington",2010
"369",9,"San Diego Padres",90,72,0.556,NA,4.1,3.6,0.5,-0.1,0.4,"91-71",-1,"16-18","27-14","38-34","9-6","45-36","45-36","7-7","28-22","59-52","31-20","32-36","58-36",NA,NA,NA,2010,"San Diego Padres2010","San Diego Padres",2131774,26318,29.1,27.2,91,91,0,2,10,"$37799300",02:56:00,NA,NA,NA,"Black",2010
"370",10,"Boston Red Sox",89,73,0.549,NA,5,4.6,0.5,0.2,0.7,"88-74",1,"37-35","15-18","24-15","13-5","46-35","43-38","6-12","22-26","61-44","28-29","50-53","39-20",NA,NA,NA,2010,"Boston Red Sox2010","Boston Red Sox",3046445,37610,30.9,29.6,106,105,2,6,20,"$164507333",03:10:00,NA,NA,NA,"Francona",2010
"371",11,"Chicago White Sox",88,74,0.543,NA,4.6,4.3,0.3,0,0.3,"86-76",2,"17-18","32-40","24-13","15-3","45-36","43-38","6-10","28-21","68-54","20-20","38-47","50-27",NA,NA,NA,2010,"Chicago White Sox2010","Chicago White Sox",2194378,27091,30.7,29,103,103,0,2,16,"$107195000",02:47:00,NA,NA,NA,"Guillén",2010
"372",12,"St. Louis Cardinals",86,76,0.531,NA,4.5,4,0.6,-0.3,0.3,"91-71",-5,"18-15","39-39","20-16","9-6","52-29","34-47","6-8","20-22","60-48","26-28","37-23","49-53",NA,NA,NA,2010,"St. Louis Cardinals2010","St. Louis Cardinals",3301218,40756,28.8,30.2,97,96,0,5,14,"$93540751",02:52:00,NA,NA,NA,"La Russa",2010
"373",13,"Toronto Blue Jays",85,77,0.525,NA,4.7,4.5,0.2,0.3,0.4,"84-78",1,"39-33","22-19","17-14","7-11","45-33","40-44","5-6","24-28","72-54","13-23","56-55","29-22",NA,NA,NA,2010,"Toronto Blue Jays2010","Toronto Blue Jays",1495482,19173,29.3,28,102,101,0,3,8,"$62734000",02:48:00,NA,NA,NA,"Gaston",2010
"374",14,"Colorado Rockies",83,79,0.512,NA,4.8,4.4,0.3,-0.1,0.3,"86-76",-3,"16-18","21-20","37-35","9-6","52-29","31-50","8-10","28-30","49-52","34-27","40-32","43-47",NA,NA,NA,2010,"Colorado Rockies2010","Colorado Rockies",2875245,35497,28.8,28.1,115,115,1,2,10,"$90677000",03:00:00,NA,NA,NA,"Tracy",2010
"375",15,"Oakland Athletics",81,81,0.5,NA,4.1,3.9,0.2,0.1,0.3,"85-77",-4,"20-25","23-19","30-27","8-10","47-34","34-47","4-7","23-20","57-60","24-21","37-53","44-28",NA,NA,NA,2010,"Oakland Athletics2010","Oakland Athletics",1418391,17511,27.8,26,99,99,0,2,8,"$57904900",02:44:00,NA,NA,NA,"Geren",2010
"376",16,"Detroit Tigers",81,81,0.5,NA,4.6,4.6,0,0,0,"82-80",-1,"17-22","38-34","15-18","11-7","52-29","29-52","7-8","16-26","55-60","26-21","38-45","43-36",NA,NA,NA,2010,"Detroit Tigers2010","Detroit Tigers",2461237,30386,29,26.5,102,101,0,3,11,"$124039928",02:54:00,NA,NA,NA,"Leyland",2010
"377",17,"Florida Marlins",80,82,0.494,NA,4.4,4.4,0,0,0,"81-81",-1,"37-35","20-20","16-19","7-8","41-40","39-42","5-8","23-28","46-67","34-15","31-52","49-30",NA,NA,NA,2010,"Florida Marlins2010","Florida Marlins",1524894,18826,26.9,27.1,103,103,0,2,6,"$57454719",02:55:00,NA,NA,NA,"González and Rodríguez",2010
"378",18,"Los Angeles Angels of Anaheim",80,82,0.494,NA,4.2,4.3,-0.1,0.1,0,"79-83",1,"15-27","19-26","35-22","11-7","43-38","37-44","9-7","24-25","57-54","23-28","46-60","34-22",NA,NA,NA,2010,"Los Angeles Angels of Anaheim2010","Los Angeles Angels of Anaheim",3250814,40134,29.7,28.3,96,96,0,2,15,"$104963866",02:54:00,NA,NA,NA,"Scioscia",2010
"379",19,"Los Angeles Dodgers",80,82,0.494,NA,4.1,4.3,-0.2,0,-0.2,"78-84",2,"13-20","23-19","40-32","4-11","45-36","35-46","9-4","26-24","57-55","23-27","42-51","38-31",NA,NA,NA,2010,"Los Angeles Dodgers2010","Los Angeles Dodgers",3562320,43979,30.3,28.1,96,96,0,4,18,"$95358016",03:01:00,NA,NA,NA,"Torre",2010
"380",20,"New York Mets",79,83,0.488,NA,4,4,0,0,0,"81-81",-2,"31-41","21-19","14-18","13-5","47-34","32-49","7-9","25-30","57-66","22-17","37-42","42-41",NA,NA,NA,2010,"New York Mets2010","New York Mets",2559738,31602,28.4,29.5,97,97,0,2,10,"$134422942",02:57:00,NA,NA,NA,"Manuel",2010
"381",21,"Milwaukee Brewers",77,85,0.475,NA,4.6,5,-0.3,-0.2,-0.6,"76-86",1,"16-18","37-40","15-21","9-6","40-41","37-44","8-5","26-23","52-60","25-25","28-46","49-39",NA,NA,NA,2010,"Milwaukee Brewers2010","Milwaukee Brewers",2776531,34278,27.8,29.2,100,100,1,3,16,"$81108278",03:03:00,NA,NA,NA,"Macha",2010
"382",22,"Houston Astros",76,86,0.469,NA,3.8,4.5,-0.7,-0.1,-0.9,"68-94",8,"15-19","45-33","13-22","3-12","42-39","34-47","7-6","21-18","49-68","27-18","30-47","46-39",NA,NA,NA,2010,"Houston Astros2010","Houston Astros",2331490,28784,29.5,29.6,97,98,0,1,8,"$93216000",02:49:00,NA,NA,NA,"Mills",2010
"383",23,"Chicago Cubs",75,87,0.463,NA,4.2,4.7,-0.5,-0.2,-0.7,"73-89",2,"17-14","34-45","16-18","8-10","35-46","40-41","4-6","22-32","49-59","26-28","32-43","43-44",NA,NA,NA,2010,"Chicago Cubs2010","Chicago Cubs",3062973,37814,29.4,28.2,104,105,0,1,12,"$147009001",02:50:00,NA,NA,NA,"Piniella and Quade",2010
"384",24,"Cleveland Indians",69,93,0.426,NA,4,4.6,-0.7,0.1,-0.5,"70-92",-1,"17-24","34-38","13-18","5-13","38-43","31-50","6-6","23-21","51-65","18-28","45-68","24-25",NA,NA,NA,2010,"Cleveland Indians2010","Cleveland Indians",1391644,17181,27.2,26.6,94,95,0,1,12,"$61203966",02:54:00,NA,NA,NA,"Acta",2010
"385",25,"Washington Nationals",69,93,0.426,NA,4,4.6,-0.5,0,-0.5,"72-90",-3,"30-42","19-20","15-18","5-13","41-40","28-53","3-10","20-28","52-70","17-23","30-45","39-48",NA,NA,NA,2010,"Washington Nationals2010","Washington Nationals",1828066,22569,29.1,28,99,100,1,1,12,"$67701000",02:57:00,NA,NA,NA,"Riggleman",2010
"386",26,"Kansas City Royals",67,95,0.414,NA,4.2,5.2,-1,0.2,-0.9,"65-97",2,"17-18","29-43","13-24","8-10","38-43","29-52","10-8","27-30","55-71","12-24","44-69","23-26",NA,NA,NA,2010,"Kansas City Royals2010","Kansas City Royals",1615327,19942,28.9,27.5,99,101,0,1,8,"$73105210",02:51:00,NA,NA,NA,"Hillman and Yost",2010
"387",27,"Baltimore Orioles",66,96,0.407,NA,3.8,4.8,-1.1,0.4,-0.7,"63-99",3,"24-48","17-20","18-17","7-11","37-44","29-52","13-4","29-21","48-63","18-33","47-76","19-20",NA,NA,NA,2010,"Baltimore Orioles2010","Baltimore Orioles",1733019,21395,28.6,28.4,99,100,0,1,14,"$81612500",02:53:00,NA,NA,NA,"Trembley Samuel and Showalter",2010
"388",28,"Arizona Diamondbacks",65,97,0.401,NA,4.4,5.2,-0.8,0.1,-0.7,"69-93",-4,"16-16","16-27","27-45","6-9","40-41","25-56","5-8","19-23","46-65","19-32","39-59","26-38",NA,NA,NA,2010,"Arizona Diamondbacks2010","Arizona Diamondbacks",2056697,25391,26.8,27.9,105,105,0,1,8,"$61368166",02:58:00,NA,NA,NA,"Hinch and Gibson",2010
"389",29,"Seattle Mariners",61,101,0.377,NA,3.2,4.3,-1.1,0.2,-0.9,"59-103",2,"17-26","18-26","17-40","9-9","35-46","26-55","3-11","21-28","47-65","14-36","40-72","21-29",NA,NA,NA,2010,"Seattle Mariners2010","Seattle Mariners",2085630,25749,29.6,27.1,93,95,1,1,14,"$86510000",02:43:00,NA,NA,NA,"Wakamatsu and Brown",2010
"390",30,"Pittsburgh Pirates",57,105,0.352,NA,3.6,5.3,-1.7,-0.1,-1.8,"53-109",4,"11-25","31-48","13-19","2-13","40-41","17-64","4-8","20-24","38-80","19-25","25-52","32-53",NA,NA,NA,2010,"Pittsburgh Pirates2010","Pittsburgh Pirates",1613399,19919,26.5,28.6,98,100,0,1,9,"$37443000",02:52:00,NA,NA,NA,"Russell",2010
"391",1,"New York Yankees",103,59,0.636,NA,5.6,4.6,1,0.3,1.3,"95-67",8,"45-27","25-9","23-15","10-8","57-24","46-35","7-3","22-16","67-41","36-18","52-35","51-24",NA,NA,NA,2009,"New York Yankees2009","New York Yankees",3719358,45918,30.7,29.3,105,103,2,3,17,"$210330039",03:11:00,NA,NA,NA,"Girardi",2009
"392",2,"Los Angeles Angels of Anaheim",97,65,0.599,NA,5.5,4.7,0.8,0.3,1,"92-70",5,"26-17","27-17","30-27","14-4","49-32","48-33","7-4","27-18","60-48","37-17","50-44","47-21",NA,NA,NA,2009,"Los Angeles Angels of Anaheim2009","Los Angeles Angels of Anaheim",3240386,40005,29.6,28.6,99,98,1,3,14,"$118169000",02:56:00,NA,NA,NA,"Scioscia",2009
"393",3,"Los Angeles Dodgers",95,67,0.586,NA,4.8,3.8,1,-0.2,0.8,"99-63",-4,"18-13","22-19","46-26","9-9","50-31","45-36","12-9","28-22","68-47","27-20","48-35","47-32",NA,NA,NA,2009,"Los Angeles Dodgers2009","Los Angeles Dodgers",3761655,46440,29.7,27.8,95,95,1,3,19,"$102117592",03:08:00,NA,NA,NA,"Torre",2009
"394",4,"Boston Red Sox",95,67,0.586,NA,5.4,4.5,0.8,0.3,1.1,"93-69",2,"45-27","26-12","13-21","11-7","56-25","39-42","4-6","22-17","65-42","30-25","44-41","51-26",NA,NA,NA,2009,"Boston Red Sox2009","Boston Red Sox",3062699,37811,30,29.8,105,104,2,6,23,"$125439499",03:06:00,NA,NA,NA,"Francona",2009
"395",5,"Philadelphia Phillies",93,69,0.574,NA,5.1,4.4,0.7,-0.2,0.4,"92-70",1,"44-28","23-16","20-13","6-12","45-36","48-33","11-5","24-21","64-53","29-16","40-36","53-33",NA,NA,NA,2009,"Philadelphia Phillies2009","Philadelphia Phillies",3600693,44453,31.3,31.2,101,100,1,5,14,"$115479046",02:56:00,NA,NA,NA,"Manuel",2009
"396",6,"Colorado Rockies",92,70,0.568,NA,5,4.4,0.5,-0.2,0.4,"90-72",2,"17-16","31-11","33-39","11-4","51-30","41-40","4-5","23-20","65-44","27-26","38-43","54-27",NA,NA,NA,2009,"Colorado Rockies2009","Colorado Rockies",2665080,32902,27.8,28.5,112,112,1,2,12,"$79250200",02:57:00,NA,NA,NA,"Hurdle and Tracy",2009
"397",7,"St. Louis Cardinals",91,71,0.562,NA,4.5,4,0.6,-0.4,0.1,"91-71",0,"17-16","46-34","19-15","9-6","46-35","45-36","5-6","24-21","63-50","28-21","28-32","63-39",NA,NA,NA,2009,"St. Louis Cardinals2009","St. Louis Cardinals",3343252,41275,28.5,30.1,98,97,1,3,11,"$90928409",02:48:00,NA,NA,NA,"La Russa",2009
"398",8,"San Francisco Giants",88,74,0.543,NA,4.1,3.8,0.3,-0.2,0.1,"86-76",2,"19-16","22-18","38-34","9-6","52-29","36-45","9-7","21-22","65-53","23-21","39-40","49-34",NA,NA,NA,2009,"San Francisco Giants2009","San Francisco Giants",2862110,35335,29,28.7,102,101,1,2,15,"$91944450",02:49:00,NA,NA,NA,"Bochy",2009
"399",9,"Texas Rangers",87,75,0.537,NA,4.8,4.6,0.3,0.3,0.5,"85-77",2,"27-20","21-19","30-27","9-9","48-33","39-42","6-4","19-18","58-48","29-27","46-44","41-31",NA,NA,NA,2009,"Texas Rangers2009","Texas Rangers",2156016,26617,27.8,27.7,104,104,1,3,19,"$79723548",02:51:00,NA,NA,NA,"Washington",2009
"400",10,"Florida Marlins",87,75,0.537,NA,4.8,4.7,0,-0.2,-0.1,"82-80",5,"42-30","18-21","17-16","10-8","43-38","44-37","7-7","30-20","58-53","29-22","39-41","48-34",NA,NA,NA,2009,"Florida Marlins2009","Florida Marlins",1464109,18075,27,26.3,102,102,0,2,6,"$40029000",03:00:00,NA,NA,NA,"González",2009
"401",11,"Minnesota Twins",87,76,0.534,NA,5,4.7,0.3,0.1,0.4,"86-77",1,"10-22","46-27","19-21","12-6","49-33","38-43","7-7","24-20","59-44","28-32","36-38","51-38",NA,NA,NA,2009,"Minnesota Twins2009","Minnesota Twins",2416237,29466,27.6,27.9,98,98,1,3,11,"$67804266",02:56:00,NA,NA,NA,"Gardenhire",2009
"402",12,"Atlanta Braves",86,76,0.531,NA,4.5,4,0.6,-0.2,0.4,"91-71",-5,"41-31","20-20","18-17","7-8","40-41","46-35","9-7","27-25","55-54","31-22","40-39","46-37",NA,NA,NA,2009,"Atlanta Braves2009","Atlanta Braves",2373631,29304,28.8,28.9,99,98,1,1,11,"$99593166",02:54:00,NA,NA,NA,"Cox",2009
"403",13,"Detroit Tigers",86,77,0.528,NA,4.6,4.6,0,0.1,0.1,"81-82",5,"15-21","39-34","22-14","10-8","51-30","35-47","6-5","28-22","57-57","29-20","36-39","50-38",NA,NA,NA,2009,"Detroit Tigers2009","Detroit Tigers",2567165,31693,29.8,26.6,101,101,0,4,11,"$119510145",02:50:00,NA,NA,NA,"Leyland",2009
"404",14,"Seattle Mariners",85,77,0.525,NA,4,4.3,-0.3,0.3,0,"75-87",10,"21-19","22-25","31-26","11-7","48-33","37-44","9-7","35-20","57-47","28-30","43-47","42-30",NA,NA,NA,2009,"Seattle Mariners2009","Seattle Mariners",2195533,27105,29.9,27.4,94,95,2,2,9,"$100134166",02:46:00,NA,NA,NA,"Wakamatsu",2009
"405",15,"Tampa Bay Rays",84,78,0.519,NA,5,4.7,0.3,0.3,0.6,"86-76",-2,"40-32","19-20","12-21","13-5","52-29","32-49","6-3","20-25","54-48","30-30","37-47","47-31",NA,NA,NA,2009,"Tampa Bay Rays2009","Tampa Bay Rays",1874962,23148,27.8,28.4,98,97,0,5,14,"$67270334",03:01:00,NA,NA,NA,"Maddon",2009
"406",16,"Chicago Cubs",83,78,0.516,NA,4.4,4.2,0.2,-0.4,-0.1,"84-77",-1,"15-17","47-32","15-20","6-9","46-34","37-44","9-7","16-22","67-62","16-16","23-38","60-40",NA,NA,NA,2009,"Chicago Cubs2009","Chicago Cubs",3168859,39611,29.9,28.4,107,106,0,1,11,"$139652000",02:52:00,NA,NA,NA,"Piniella",2009
"407",17,"Milwaukee Brewers",80,82,0.494,NA,4.8,5,-0.2,-0.3,-0.5,"78-84",2,"19-15","42-37","14-20","5-10","40-41","40-41","5-5","20-23","59-64","21-18","35-50","45-32",NA,NA,NA,2009,"Milwaukee Brewers2009","Milwaukee Brewers",3037451,37499,29.3,30,98,98,1,3,11,"$81384502",03:00:00,NA,NA,NA,"Macha",2009
"408",18,"Chicago White Sox",79,83,0.488,NA,4.5,4.5,0,0.1,0.1,"80-82",-1,"18-21","34-38","15-18","12-6","43-38","36-45","4-6","19-27","54-59","25-24","45-47","34-36",NA,NA,NA,2009,"Chicago White Sox2009","Chicago White Sox",2284163,28200,29.8,29.5,105,105,1,1,16,"$101081000",02:46:00,NA,NA,NA,"Guillén",2009
"409",19,"Cincinnati Reds",78,84,0.481,NA,4.2,4.5,-0.3,-0.3,-0.6,"76-86",2,"16-19","46-34","10-22","6-9","40-41","38-43","8-7","19-20","59-59","19-25","28-44","50-40",NA,NA,NA,2009,"Cincinnati Reds2009","Cincinnati Reds",1747919,21579,27.8,29,100,100,1,1,12,"$78979000",02:58:00,NA,NA,NA,"Baker",2009
"410",20,"Oakland Athletics",75,87,0.463,NA,4.7,4.7,0,0.4,0.3,"81-81",-6,"21-23","26-17","23-34","5-13","40-41","35-46","3-10","15-23","56-56","19-31","48-69","27-18",NA,NA,NA,2009,"Oakland Athletics2009","Oakland Athletics",1408783,17392,29.1,25.7,98,98,0,1,7,"$65945000",02:50:00,NA,NA,NA,"Geren",2009
"411",21,"San Diego Padres",75,87,0.463,NA,3.9,4.7,-0.8,-0.1,-0.9,"67-95",8,"16-16","21-22","33-39","5-10","42-39","33-48","10-7","23-18","49-58","26-29","43-58","32-29",NA,NA,NA,2009,"San Diego Padres2009","San Diego Padres",1919603,23699,28,26.8,90,90,0,2,10,"$50954200",02:55:00,NA,NA,NA,"Black",2009
"412",22,"Toronto Blue Jays",75,87,0.463,NA,4.9,4.8,0.2,0.4,0.5,"84-78",-9,"26-46","23-15","19-15","7-11","44-37","31-50","7-13","21-28","53-59","22-28","44-63","31-24",NA,NA,NA,2009,"Toronto Blue Jays2009","Toronto Blue Jays",1876129,23162,29.9,28.4,100,99,2,2,12,"$83964500",02:56:00,NA,NA,NA,"Gaston",2009
"413",23,"Houston Astros",74,88,0.457,NA,4,4.8,-0.8,-0.2,-1,"68-94",6,"16-17","31-47","21-15","6-9","44-37","30-51","3-7","24-23","57-67","17-21","40-45","34-43",NA,NA,NA,2009,"Houston Astros2009","Houston Astros",2521076,31124,31.6,31.2,98,98,1,2,12,"$105804414",02:51:00,NA,NA,NA,"Cooper and Clark",2009
"414",24,"New York Mets",70,92,0.432,NA,4.1,4.7,-0.5,-0.1,-0.6,"72-90",-2,"28-44","23-17","14-21","5-10","41-40","29-52","4-7","19-24","54-65","16-27","39-63","31-29",NA,NA,NA,2009,"New York Mets2009","New York Mets",3168571,39118,29.5,29.2,97,97,0,4,13,"$151994237",02:55:00,NA,NA,NA,"Manuel",2009
"415",25,"Arizona Diamondbacks",70,92,0.432,NA,4.4,4.8,-0.4,-0.1,-0.5,"75-87",-5,"15-19","20-21","30-42","5-10","36-45","34-47","10-5","20-27","53-62","17-30","35-61","35-31",NA,NA,NA,2009,"Arizona Diamondbacks2009","Arizona Diamondbacks",2128765,26281,26.5,27.7,105,106,0,2,10,"$75920666",02:56:00,NA,NA,NA,"Melvin and Hinch",2009
"416",26,"Kansas City Royals",65,97,0.401,NA,4.2,5.2,-1,0.2,-0.8,"66-96",-1,"14-25","32-40","11-22","8-10","33-48","32-49","6-3","16-25","45-61","20-36","31-60","34-37",NA,NA,NA,2009,"Kansas City Royals2009","Kansas City Royals",1797891,22196,27.6,28.7,97,99,0,1,6,"$76817333",02:54:00,NA,NA,NA,"Hillman",2009
"417",27,"Cleveland Indians",65,97,0.401,NA,4.8,5.3,-0.6,0.2,-0.4,"73-89",-8,"19-21","30-42","11-21","5-13","35-46","30-51","4-8","19-21","48-74","17-23","33-59","32-38",NA,NA,NA,2009,"Cleveland Indians2009","Cleveland Indians",1766242,21805,27.4,27.8,95,95,0,1,12,"$85224866",03:01:00,NA,NA,NA,"Wedge",2009
"418",28,"Baltimore Orioles",64,98,0.395,NA,4.6,5.4,-0.8,0.4,-0.4,"69-93",-5,"24-48","17-20","12-23","11-7","39-42","25-56","5-7","17-22","40-61","24-37","37-68","27-30",NA,NA,NA,2009,"Baltimore Orioles2009","Baltimore Orioles",1907163,23545,28.7,28.1,101,102,0,1,14,"$69904166",02:52:00,NA,NA,NA,"Trembley",2009
"419",29,"Pittsburgh Pirates",62,99,0.385,NA,4,4.8,-0.8,-0.3,-1.1,"67-94",-5,"18-16","24-52","12-24","8-7","40-41","22-58","2-9","12-22","44-73","18-26","30-46","32-53",NA,NA,NA,2009,"Pittsburgh Pirates2009","Pittsburgh Pirates",1577853,19480,27,26.3,98,99,0,2,10,"$51912500",02:49:00,NA,NA,NA,"Russell",2009
"420",30,"Washington Nationals",59,103,0.364,NA,4.4,5.4,-1,-0.1,-1.1,"66-96",-7,"25-47","16-27","11-18","7-11","33-48","26-55","6-9","22-24","49-80","10-23","27-67","32-36",NA,NA,NA,2009,"Washington Nationals2009","Washington Nationals",1817226,22435,28.3,27.4,99,101,0,1,11,"$64384000",02:55:00,NA,NA,NA,"Acta and Riggleman",2009
"421",1,"Los Angeles Angels of Anaheim",100,62,0.617,NA,4.7,4.3,0.4,0.3,0.7,"88-74",12,"30-16","24-17","36-21","10-8","50-31","50-31","3-5","31-21","67-46","33-16","46-30","54-32",NA,NA,NA,2008,"Los Angeles Angels of Anaheim2008","Los Angeles Angels of Anaheim",3336747,41194,29,27.6,102,102,1,3,16,"$119216333",02:47:00,NA,NA,NA,"Scioscia",2008
"422",2,"Chicago Cubs",97,64,0.602,NA,5.3,4.2,1.1,-0.4,0.8,"98-63",-1,"20-12","48-33","23-10","6-9","55-26","42-38","10-6","24-22","66-48","31-16","51-42","46-22",NA,NA,NA,2008,"Chicago Cubs2008","Chicago Cubs",3300200,40743,30.1,28.9,107,106,0,8,14,"$120345833",02:55:00,NA,NA,NA,"Piniella",2008
"423",3,"Tampa Bay Rays",97,65,0.599,NA,4.8,4.1,0.6,0.5,1.1,"92-70",5,"43-29","20-18","22-12","12-6","57-24","40-41","10-6","29-18","72-41","25-24","55-46","42-19",NA,NA,NA,2008,"Tampa Bay Rays2008","Tampa Bay Rays",1811986,22370,27,27.5,101,101,0,3,13,"$44970597",03:02:00,NA,NA,NA,"Maddon",2008
"424",4,"Boston Red Sox",95,67,0.586,NA,5.2,4.3,0.9,0.4,1.3,"95-67",0,"38-34","24-10","22-16","11-7","56-25","39-42","8-3","22-23","70-54","25-13","49-49","46-18",NA,NA,NA,2008,"Boston Red Sox2008","Boston Red Sox",3048250,37633,29.8,29.2,107,106,1,7,21,"$133390035",03:06:00,NA,NA,NA,"Francona",2008
"425",5,"Philadelphia Phillies",92,70,0.568,NA,4.9,4.2,0.7,-0.4,0.4,"93-69",-1,"41-31","27-16","20-12","4-11","48-33","44-37","6-7","27-23","60-48","32-22","43-46","49-24",NA,NA,NA,2008,"Philadelphia Phillies2008","Philadelphia Phillies",3422583,42254,30.1,30.6,102,101,0,2,12,"$97879880",02:55:00,NA,NA,NA,"Manuel",2008
"426",6,"Milwaukee Brewers",90,72,0.556,NA,4.6,4.3,0.4,-0.3,0.1,"87-75",3,"16-19","47-32","20-13","7-8","49-32","41-40","12-8","28-17","57-52","33-20","41-48","49-24",NA,NA,NA,2008,"Milwaukee Brewers2008","Milwaukee Brewers",3068458,37882,28.7,29.9,98,98,0,3,14,"$80937499",02:55:00,NA,NA,NA,"Yost and Sveum",2008
